window,signal_name,horizon,proof_unit_type,trigger_count,trigger_rate,first_trigger_delay_median,first_trigger_delay_p90,false_exit_rate,missed_profit_rate,hold_p10,risk_exit_p10,tail_improve_p10,hold_p5,risk_exit_p5,tail_improve_p5,hold_p1,risk_exit_p1,tail_improve_p1,signal_quality
recent_72h,tvl_drop,2h,pool_window,0,0.0,,,,,-0.506520668752117,-0.506520668752117,0.0,-2.779001423318402,-2.779001423318402,0.0,-11.439118638933422,-11.439118638933422,0.0,INSUFFICIENT
recent_72h,tvl_drop,30m,intent_window,0,0.0,,,,,-0.011215457792388861,-0.011215457792388861,0.0,-0.011791022684917607,-0.011791022684917607,0.0,-0.013167260547717776,-0.013167260547717776,0.0,INSUFFICIENT
recent_72h,tvl_drop,30m,pool_window,0,0.0,,,,,-0.19400430373186153,-0.19400430373186153,0.0,-1.2985536605178825,-1.2985536605178825,0.0,-11.196171517226217,-11.196171517226217,0.0,INSUFFICIENT
recent_168h,tvl_drop,15m,intent_window,0,0.0,,,,,-0.017650107782074542,-0.017650107782074542,0.0,-0.027453406510744568,-0.027453406510744568,0.0,-2.5543076901201403,-2.5543076901201403,0.0,INSUFFICIENT
recent_168h,tvl_drop,15m,pool_window,8,0.0043907793633369925,14.991666666666667,15.0,0.5,0.5,-0.01676422797585305,-0.01676422797585305,0.0,-0.4550626817902124,-0.4550626817902124,0.0,-2.4641239501903813,-2.4641239501903813,0.0,INSUFFICIENT
recent_168h,tvl_drop,1h,intent_window,26,0.019230769230769232,43.400000000000006,58.45,0.11538461538461539,0.11538461538461539,-0.01954181599786864,-0.01954181599786864,0.0,-2.483184231619944,-2.483184231619944,0.0,-2.6029376769269135,-2.6029376769269135,0.0,INSUFFICIENT
recent_168h,tvl_drop,1h,pool_window,46,0.025246981339187707,30.03333333333333,59.11666666666667,0.6739130434782609,0.6739130434782609,-0.2876195492331995,-0.2594746501673419,0.028144899065857598,-1.0842217114837083,-1.0698713125199788,0.014350398963729472,-4.3988834810120885,-4.3988834810120885,0.0,WEAK
recent_168h,tvl_drop,2h,intent_window,50,0.03698224852071006,59.05833333333334,117.9,0.1,0.1,-0.021278177443804225,-0.021278177443804225,0.0,-1.8863988495105417,-1.8863988495105417,0.0,-2.545426598351895,-2.545426598351895,0.0,WEAK
recent_168h,tvl_drop,2h,pool_window,91,0.049945115257958285,59.983333333333334,105.1,0.7032967032967034,0.7032967032967034,-0.6409071859143017,-0.6237092180165539,0.017197967897747857,-1.4900581167929974,-1.3654758346765787,0.12458228211641864,-4.691999224720435,-4.691999224720435,0.0,WEAK
recent_168h,tvl_drop,30m,intent_window,9,0.006656804733727811,28.45,29.083333333333332,0.1111111111111111,0.1111111111111111,-0.017138191714124673,-0.017138191714124673,0.0,-2.506342325245683,-2.506342325245683,0.0,-2.5543076901201403,-2.5543076901201403,0.0,INSUFFICIENT
recent_168h,tvl_drop,30m,pool_window,23,0.012623490669593854,15.566666666666666,29.8,0.6521739130434783,0.6521739130434783,-0.11125046939591521,-0.10790882737384182,0.0033416420220733906,-0.8025356561110383,-0.8000885374580311,0.0024471186530071742,-2.8146239772407973,-2.8146239772407973,0.0,INSUFFICIENT
recent_24h,exit_depth_drop,15m,intent_window,0,0.0,,,,,0.0005499732427693971,0.0005499732427693971,0.0,0.0002556736978220897,0.0002556736978220897,0.0,0.0002556736978220897,0.0002556736978220897,0.0,INSUFFICIENT
recent_24h,exit_depth_drop,15m,pool_window,0,0.0,,,,,-0.00286126082657879,-0.00286126082657879,0.0,-0.0216923091204912,-0.0216923091204912,0.0,-0.6008644090200929,-0.6008644090200929,0.0,INSUFFICIENT
recent_24h,exit_depth_drop,1h,intent_window,0,0.0,,,,,0.0017784702051955037,0.0017784702051955037,0.0,0.0011032970631674743,0.0011032970631674743,0.0,0.0011032970631674743,0.0011032970631674743,0.0,INSUFFICIENT
recent_24h,exit_depth_drop,1h,pool_window,0,0.0,,,,,-0.04153192652399556,-0.04153192652399556,0.0,-0.48099291702747166,-0.48099291702747166,0.0,-2.656471289685926,-2.656471289685926,0.0,INSUFFICIENT
recent_24h,exit_depth_drop,2h,intent_window,0,0.0,,,,,0.004022389305745833,0.004022389305745833,0.0,0.003620198788695461,0.003620198788695461,0.0,0.003620198788695461,0.003620198788695461,0.0,INSUFFICIENT
recent_24h,exit_depth_drop,2h,pool_window,0,0.0,,,,,-0.17323414748712623,-0.17323414748712623,0.0,-0.5558026124637273,-0.5558026124637273,0.0,-2.636068429303282,-2.636068429303282,0.0,INSUFFICIENT
recent_24h,exit_depth_drop,30m,intent_window,0,0.0,,,,,0.0007773597600788662,0.0007773597600788662,0.0,0.0005499732427693971,0.0005499732427693971,0.0,0.0005499732427693971,0.0005499732427693971,0.0,INSUFFICIENT
recent_24h,exit_depth_drop,30m,pool_window,0,0.0,,,,,-0.012768857469854449,-0.012768857469854449,0.0,-0.21244290210941588,-0.21244290210941588,0.0,-2.6222401117880234,-2.6222401117880234,0.0,INSUFFICIENT
recent_48h,exit_depth_drop,15m,intent_window,0,0.0,,,,,0.0014385390418141242,0.0014385390418141242,0.0,0.0011717908695203505,0.0011717908695203505,0.0,1.5844201030290606e-05,1.5844201030290606e-05,0.0,INSUFFICIENT
recent_48h,exit_depth_drop,15m,pool_window,0,0.0,,,,,-0.0016006412936204004,-0.0016006412936204004,0.0,-0.3293648126892759,-0.3293648126892759,0.0,-1.2735473129686488,-1.2735473129686488,0.0,INSUFFICIENT
recent_48h,exit_depth_drop,1h,intent_window,0,0.0,,,,,0.00416996692430871,0.00416996692430871,0.0,0.0027619356751813484,0.0027619356751813484,0.0,0.0021964178046829375,0.0021964178046829375,0.0,INSUFFICIENT
recent_48h,exit_depth_drop,1h,pool_window,0,0.0,,,,,-0.40842082211722575,-0.40842082211722575,0.0,-0.7880556211205895,-0.7880556211205895,0.0,-1.801486357708448,-1.801486357708448,0.0,INSUFFICIENT
recent_48h,exit_depth_drop,2h,intent_window,0,0.0,,,,,0.008950015282351842,0.008950015282351842,0.0,0.005539984358549077,0.005539984358549077,0.0,0.00416996692430871,0.00416996692430871,0.0,INSUFFICIENT
recent_48h,exit_depth_drop,2h,pool_window,0,0.0,,,,,-0.6786761254600302,-0.6786761254600302,0.0,-0.9440569379566691,-0.9440569379566691,0.0,-1.7672828269845282,-1.7672828269845282,0.0,INSUFFICIENT
recent_48h,exit_depth_drop,30m,intent_window,0,0.0,,,,,0.002393530659020371,0.002393530659020371,0.0,0.0014385390418141242,0.0014385390418141242,0.0,0.0012861906567849246,0.0012861906567849246,0.0,INSUFFICIENT
recent_48h,exit_depth_drop,30m,pool_window,0,0.0,,,,,-0.08533931332381811,-0.08533931332381811,0.0,-0.5565147054119176,-0.5565147054119176,0.0,-1.402549826640024,-1.402549826640024,0.0,INSUFFICIENT
recent_72h,exit_depth_drop,15m,intent_window,0,0.0,,,,,-0.011791022684917607,-0.011791022684917607,0.0,-0.013167260547717776,-0.013167260547717776,0.0,-0.01682085353914431,-0.01682085353914431,0.0,INSUFFICIENT
recent_72h,exit_depth_drop,15m,pool_window,0,0.0,,,,,-0.05763642029926805,-0.05763642029926805,0.0,-0.513709483485225,-0.513709483485225,0.0,-11.190912919935645,-11.190912919935645,0.0,INSUFFICIENT
recent_72h,exit_depth_drop,1h,intent_window,0,0.0,,,,,-0.01127048055815294,-0.01127048055815294,0.0,-0.01224324932456966,-0.01224324932456966,0.0,-0.015595249104791264,-0.015595249104791264,0.0,INSUFFICIENT
recent_72h,exit_depth_drop,1h,pool_window,0,0.0,,,,,-0.29511448749555924,-0.29511448749555924,0.0,-2.4456448737907954,-2.4456448737907954,0.0,-11.17723729385538,-11.17723729385538,0.0,INSUFFICIENT
recent_72h,exit_depth_drop,2h,intent_window,0,0.0,,,,,-0.010643634614012853,-0.010643634614012853,0.0,-0.012293267905491234,-0.012293267905491234,0.0,-0.015595249104791264,-0.015595249104791264,0.0,INSUFFICIENT
recent_72h,exit_depth_drop,2h,pool_window,0,0.0,,,,,-0.506520668752117,-0.506520668752117,0.0,-2.779001423318402,-2.779001423318402,0.0,-11.439118638933422,-11.439118638933422,0.0,INSUFFICIENT
recent_72h,exit_depth_drop,30m,intent_window,0,0.0,,,,,-0.011215457792388861,-0.011215457792388861,0.0,-0.011791022684917607,-0.011791022684917607,0.0,-0.013167260547717776,-0.013167260547717776,0.0,INSUFFICIENT
recent_72h,exit_depth_drop,30m,pool_window,0,0.0,,,,,-0.19400430373186153,-0.19400430373186153,0.0,-1.2985536605178825,-1.2985536605178825,0.0,-11.196171517226217,-11.196171517226217,0.0,INSUFFICIENT
recent_168h,exit_depth_drop,15m,intent_window,0,0.0,,,,,-0.017650107782074542,-0.017650107782074542,0.0,-0.027453406510744568,-0.027453406510744568,0.0,-2.5543076901201403,-2.5543076901201403,0.0,INSUFFICIENT
recent_168h,exit_depth_drop,15m,pool_window,0,0.0,,,,,-0.01676422797585305,-0.01676422797585305,0.0,-0.4550626817902124,-0.4550626817902124,0.0,-2.4641239501903813,-2.4641239501903813,0.0,INSUFFICIENT
recent_168h,exit_depth_drop,1h,intent_window,0,0.0,,,,,-0.01954181599786864,-0.01954181599786864,0.0,-2.483184231619944,-2.483184231619944,0.0,-2.6029376769269135,-2.6029376769269135,0.0,INSUFFICIENT
recent_168h,exit_depth_drop,1h,pool_window,0,0.0,,,,,-0.2876195492331995,-0.2876195492331995,0.0,-1.0842217114837083,-1.0842217114837083,0.0,-4.3988834810120885,-4.3988834810120885,0.0,INSUFFICIENT
recent_168h,exit_depth_drop,2h,intent_window,0,0.0,,,,,-0.021278177443804225,-0.021278177443804225,0.0,-1.8863988495105417,-1.8863988495105417,0.0,-2.545426598351895,-2.545426598351895,0.0,INSUFFICIENT
recent_168h,exit_depth_drop,2h,pool_window,0,0.0,,,,,-0.6409071859143017,-0.6409071859143017,0.0,-1.4900581167929974,-1.4900581167929974,0.0,-4.691999224720435,-4.691999224720435,0.0,INSUFFICIENT
recent_168h,exit_depth_drop,30m,intent_window,0,0.0,,,,,-0.017138191714124673,-0.017138191714124673,0.0,-2.506342325245683,-2.506342325245683,0.0,-2.5543076901201403,-2.5543076901201403,0.0,INSUFFICIENT
recent_168h,exit_depth_drop,30m,pool_window,0,0.0,,,,,-0.11125046939591521,-0.11125046939591521,0.0,-0.8025356561110383,-0.8025356561110383,0.0,-2.8146239772407973,-2.8146239772407973,0.0,INSUFFICIENT
recent_24h,abnormal_volume_spike,15m,intent_window,0,0.0,,,,,0.0005499732427693971,0.0005499732427693971,0.0,0.0002556736978220897,0.0002556736978220897,0.0,0.0002556736978220897,0.0002556736978220897,0.0,INSUFFICIENT
recent_24h,abnormal_volume_spike,15m,pool_window,0,0.0,,,,,-0.00286126082657879,-0.00286126082657879,0.0,-0.0216923091204912,-0.0216923091204912,0.0,-0.6008644090200929,-0.6008644090200929,0.0,INSUFFICIENT
recent_24h,abnormal_volume_spike,1h,intent_window,0,0.0,,,,,0.0017784702051955037,0.0017784702051955037,0.0,0.0011032970631674743,0.0011032970631674743,0.0,0.0011032970631674743,0.0011032970631674743,0.0,INSUFFICIENT
recent_24h,abnormal_volume_spike,1h,pool_window,0,0.0,,,,,-0.04153192652399556,-0.04153192652399556,0.0,-0.48099291702747166,-0.48099291702747166,0.0,-2.656471289685926,-2.656471289685926,0.0,INSUFFICIENT
recent_24h,abnormal_volume_spike,2h,intent_window,0,0.0,,,,,0.004022389305745833,0.004022389305745833,0.0,0.003620198788695461,0.003620198788695461,0.0,0.003620198788695461,0.003620198788695461,0.0,INSUFFICIENT
recent_24h,abnormal_volume_spike,2h,pool_window,0,0.0,,,,,-0.17323414748712623,-0.17323414748712623,0.0,-0.5558026124637273,-0.5558026124637273,0.0,-2.636068429303282,-2.636068429303282,0.0,INSUFFICIENT
recent_24h,abnormal_volume_spike,30m,intent_window,0,0.0,,,,,0.0007773597600788662,0.0007773597600788662,0.0,0.0005499732427693971,0.0005499732427693971,0.0,0.0005499732427693971,0.0005499732427693971,0.0,INSUFFICIENT
recent_24h,abnormal_volume_spike,30m,pool_window,0,0.0,,,,,-0.012768857469854449,-0.012768857469854449,0.0,-0.21244290210941588,-0.21244290210941588,0.0,-2.6222401117880234,-2.6222401117880234,0.0,INSUFFICIENT
recent_48h,abnormal_volume_spike,15m,intent_window,0,0.0,,,,,0.0014385390418141242,0.0014385390418141242,0.0,0.0011717908695203505,0.0011717908695203505,0.0,1.5844201030290606e-05,1.5844201030290606e-05,0.0,INSUFFICIENT
recent_48h,abnormal_volume_spike,15m,pool_window,0,0.0,,,,,-0.0016006412936204004,-0.0016006412936204004,0.0,-0.3293648126892759,-0.3293648126892759,0.0,-1.2735473129686488,-1.2735473129686488,0.0,INSUFFICIENT
recent_48h,abnormal_volume_spike,1h,intent_window,0,0.0,,,,,0.00416996692430871,0.00416996692430871,0.0,0.0027619356751813484,0.0027619356751813484,0.0,0.0021964178046829375,0.0021964178046829375,0.0,INSUFFICIENT
recent_48h,abnormal_volume_spike,1h,pool_window,0,0.0,,,,,-0.40842082211722575,-0.40842082211722575,0.0,-0.7880556211205895,-0.7880556211205895,0.0,-1.801486357708448,-1.801486357708448,0.0,INSUFFICIENT
recent_48h,abnormal_volume_spike,2h,intent_window,0,0.0,,,,,0.008950015282351842,0.008950015282351842,0.0,0.005539984358549077,0.005539984358549077,0.0,0.00416996692430871,0.00416996692430871,0.0,INSUFFICIENT
recent_48h,abnormal_volume_spike,2h,pool_window,0,0.0,,,,,-0.6786761254600302,-0.6786761254600302,0.0,-0.9440569379566691,-0.9440569379566691,0.0,-1.7672828269845282,-1.7672828269845282,0.0,INSUFFICIENT
recent_48h,abnormal_volume_spike,30m,intent_window,0,0.0,,,,,0.002393530659020371,0.002393530659020371,0.0,0.0014385390418141242,0.0014385390418141242,0.0,0.0012861906567849246,0.0012861906567849246,0.0,INSUFFICIENT
recent_48h,abnormal_volume_spike,30m,pool_window,0,0.0,,,,,-0.08533931332381811,-0.08533931332381811,0.0,-0.5565147054119176,-0.5565147054119176,0.0,-1.402549826640024,-1.402549826640024,0.0,INSUFFICIENT
recent_72h,abnormal_volume_spike,15m,intent_window,0,0.0,,,,,-0.011791022684917607,-0.011791022684917607,0.0,-0.013167260547717776,-0.013167260547717776,0.0,-0.01682085353914431,-0.01682085353914431,0.0,INSUFFICIENT
recent_72h,abnormal_volume_spike,15m,pool_window,0,0.0,,,,,-0.05763642029926805,-0.05763642029926805,0.0,-0.513709483485225,-0.513709483485225,0.0,-11.190912919935645,-11.190912919935645,0.0,INSUFFICIENT
recent_72h,abnormal_volume_spike,1h,intent_window,0,0.0,,,,,-0.01127048055815294,-0.01127048055815294,0.0,-0.01224324932456966,-0.01224324932456966,0.0,-0.015595249104791264,-0.015595249104791264,0.0,INSUFFICIENT
recent_72h,abnormal_volume_spike,1h,pool_window,0,0.0,,,,,-0.29511448749555924,-0.29511448749555924,0.0,-2.4456448737907954,-2.4456448737907954,0.0,-11.17723729385538,-11.17723729385538,0.0,INSUFFICIENT
recent_72h,abnormal_volume_spike,2h,intent_window,0,0.0,,,,,-0.010643634614012853,-0.010643634614012853,0.0,-0.012293267905491234,-0.012293267905491234,0.0,-0.015595249104791264,-0.015595249104791264,0.0,INSUFFICIENT
recent_72h,abnormal_volume_spike,2h,pool_window,0,0.0,,,,,-0.506520668752117,-0.506520668752117,0.0,-2.779001423318402,-2.779001423318402,0.0,-11.439118638933422,-11.439118638933422,0.0,INSUFFICIENT
recent_72h,abnormal_volume_spike,30m,intent_window,0,0.0,,,,,-0.011215457792388861,-0.011215457792388861,0.0,-0.011791022684917607,-0.011791022684917607,0.0,-0.013167260547717776,-0.013167260547717776,0.0,INSUFFICIENT
recent_72h,abnormal_volume_spike,30m,pool_window,0,0.0,,,,,-0.19400430373186153,-0.19400430373186153,0.0,-1.2985536605178825,-1.2985536605178825,0.0,-11.196171517226217,-11.196171517226217,0.0,INSUFFICIENT
recent_168h,abnormal_volume_spike,15m,intent_window,0,0.0,,,,,-0.017650107782074542,-0.017650107782074542,0.0,-0.027453406510744568,-0.027453406510744568,0.0,-2.5543076901201403,-2.5543076901201403,0.0,INSUFFICIENT
recent_168h,abnormal_volume_spike,15m,pool_window,0,0.0,,,,,-0.01676422797585305,-0.01676422797585305,0.0,-0.4550626817902124,-0.4550626817902124,0.0,-2.4641239501903813,-2.4641239501903813,0.0,INSUFFICIENT
recent_168h,abnormal_volume_spike,1h,intent_window,0,0.0,,,,,-0.01954181599786864,-0.01954181599786864,0.0,-2.483184231619944,-2.483184231619944,0.0,-2.6029376769269135,-2.6029376769269135,0.0,INSUFFICIENT
recent_168h,abnormal_volume_spike,1h,pool_window,0,0.0,,,,,-0.2876195492331995,-0.2876195492331995,0.0,-1.0842217114837083,-1.0842217114837083,0.0,-4.3988834810120885,-4.3988834810120885,0.0,INSUFFICIENT
recent_168h,abnormal_volume_spike,2h,intent_window,0,0.0,,,,,-0.021278177443804225,-0.021278177443804225,0.0,-1.8863988495105417,-1.8863988495105417,0.0,-2.545426598351895,-2.545426598351895,0.0,INSUFFICIENT
recent_168h,abnormal_volume_spike,2h,pool_window,0,0.0,,,,,-0.6409071859143017,-0.6409071859143017,0.0,-1.4900581167929974,-1.4900581167929974,0.0,-4.691999224720435,-4.691999224720435,0.0,INSUFFICIENT
recent_168h,abnormal_volume_spike,30m,intent_window,0,0.0,,,,,-0.017138191714124673,-0.017138191714124673,0.0,-2.506342325245683,-2.506342325245683,0.0,-2.5543076901201403,-2.5543076901201403,0.0,INSUFFICIENT
recent_168h,abnormal_volume_spike,30m,pool_window,0,0.0,,,,,-0.11125046939591521,-0.11125046939591521,0.0,-0.8025356561110383,-0.8025356561110383,0.0,-2.8146239772407973,-2.8146239772407973,0.0,INSUFFICIENT
recent_24h,pool_mark_gap / stale data,15m,intent_window,0,0.0,,,,,0.0005499732427693971,0.0005499732427693971,0.0,0.0002556736978220897,0.0002556736978220897,0.0,0.0002556736978220897,0.0002556736978220897,0.0,INSUFFICIENT
recent_24h,pool_mark_gap / stale data,15m,pool_window,0,0.0,,,,,-0.00286126082657879,-0.00286126082657879,0.0,-0.0216923091204912,-0.0216923091204912,0.0,-0.6008644090200929,-0.6008644090200929,0.0,INSUFFICIENT
recent_24h,pool_mark_gap / stale data,1h,intent_window,0,0.0,,,,,0.0017784702051955037,0.0017784702051955037,0.0,0.0011032970631674743,0.0011032970631674743,0.0,0.0011032970631674743,0.0011032970631674743,0.0,INSUFFICIENT
recent_24h,pool_mark_gap / stale data,1h,pool_window,0,0.0,,,,,-0.04153192652399556,-0.04153192652399556,0.0,-0.48099291702747166,-0.48099291702747166,0.0,-2.656471289685926,-2.656471289685926,0.0,INSUFFICIENT
recent_24h,pool_mark_gap / stale data,2h,intent_window,0,0.0,,,,,0.004022389305745833,0.004022389305745833,0.0,0.003620198788695461,0.003620198788695461,0.0,0.003620198788695461,0.003620198788695461,0.0,INSUFFICIENT
recent_24h,pool_mark_gap / stale data,2h,pool_window,0,0.0,,,,,-0.17323414748712623,-0.17323414748712623,0.0,-0.5558026124637273,-0.5558026124637273,0.0,-2.636068429303282,-2.636068429303282,0.0,INSUFFICIENT
recent_24h,pool_mark_gap / stale data,30m,intent_window,0,0.0,,,,,0.0007773597600788662,0.0007773597600788662,0.0,0.0005499732427693971,0.0005499732427693971,0.0,0.0005499732427693971,0.0005499732427693971,0.0,INSUFFICIENT
recent_24h,pool_mark_gap / stale data,30m,pool_window,0,0.0,,,,,-0.012768857469854449,-0.012768857469854449,0.0,-0.21244290210941588,-0.21244290210941588,0.0,-2.6222401117880234,-2.6222401117880234,0.0,INSUFFICIENT
recent_48h,pool_mark_gap / stale data,15m,intent_window,0,0.0,,,,,0.0014385390418141242,0.0014385390418141242,0.0,0.0011717908695203505,0.0011717908695203505,0.0,1.5844201030290606e-05,1.5844201030290606e-05,0.0,INSUFFICIENT
recent_48h,pool_mark_gap / stale data,15m,pool_window,0,0.0,,,,,-0.0016006412936204004,-0.0016006412936204004,0.0,-0.3293648126892759,-0.3293648126892759,0.0,-1.2735473129686488,-1.2735473129686488,0.0,INSUFFICIENT
recent_48h,pool_mark_gap / stale data,1h,intent_window,0,0.0,,,,,0.00416996692430871,0.00416996692430871,0.0,0.0027619356751813484,0.0027619356751813484,0.0,0.0021964178046829375,0.0021964178046829375,0.0,INSUFFICIENT
recent_48h,pool_mark_gap / stale data,1h,pool_window,0,0.0,,,,,-0.40842082211722575,-0.40842082211722575,0.0,-0.7880556211205895,-0.7880556211205895,0.0,-1.801486357708448,-1.801486357708448,0.0,INSUFFICIENT
recent_48h,pool_mark_gap / stale data,2h,intent_window,0,0.0,,,,,0.008950015282351842,0.008950015282351842,0.0,0.005539984358549077,0.005539984358549077,0.0,0.00416996692430871,0.00416996692430871,0.0,INSUFFICIENT
recent_48h,pool_mark_gap / stale data,2h,pool_window,0,0.0,,,,,-0.6786761254600302,-0.6786761254600302,0.0,-0.9440569379566691,-0.9440569379566691,0.0,-1.7672828269845282,-1.7672828269845282,0.0,INSUFFICIENT
recent_48h,pool_mark_gap / stale data,30m,intent_window,0,0.0,,,,,0.002393530659020371,0.002393530659020371,0.0,0.0014385390418141242,0.0014385390418141242,0.0,0.0012861906567849246,0.0012861906567849246,0.0,INSUFFICIENT
recent_48h,pool_mark_gap / stale data,30m,pool_window,0,0.0,,,,,-0.08533931332381811,-0.08533931332381811,0.0,-0.5565147054119176,-0.5565147054119176,0.0,-1.402549826640024,-1.402549826640024,0.0,INSUFFICIENT
recent_72h,pool_mark_gap / stale data,15m,intent_window,0,0.0,,,,,-0.011791022684917607,-0.011791022684917607,0.0,-0.013167260547717776,-0.013167260547717776,0.0,-0.01682085353914431,-0.01682085353914431,0.0,INSUFFICIENT
recent_72h,pool_mark_gap / stale data,15m,pool_window,0,0.0,,,,,-0.05763642029926805,-0.05763642029926805,0.0,-0.513709483485225,-0.513709483485225,0.0,-11.190912919935645,-11.190912919935645,0.0,INSUFFICIENT
recent_72h,pool_mark_gap / stale data,1h,intent_window,0,0.0,,,,,-0.01127048055815294,-0.01127048055815294,0.0,-0.01224324932456966,-0.01224324932456966,0.0,-0.015595249104791264,-0.015595249104791264,0.0,INSUFFICIENT
recent_72h,pool_mark_gap / stale data,1h,pool_window,0,0.0,,,,,-0.29511448749555924,-0.29511448749555924,0.0,-2.4456448737907954,-2.4456448737907954,0.0,-11.17723729385538,-11.17723729385538,0.0,INSUFFICIENT
recent_72h,pool_mark_gap / stale data,2h,intent_window,0,0.0,,,,,-0.010643634614012853,-0.010643634614012853,0.0,-0.012293267905491234,-0.012293267905491234,0.0,-0.015595249104791264,-0.015595249104791264,0.0,INSUFFICIENT
recent_72h,pool_mark_gap / stale data,2h,pool_window,0,0.0,,,,,-0.506520668752117,-0.506520668752117,0.0,-2.779001423318402,-2.779001423318402,0.0,-11.439118638933422,-11.439118638933422,0.0,INSUFFICIENT
recent_72h,pool_mark_gap / stale data,30m,intent_window,0,0.0,,,,,-0.011215457792388861,-0.011215457792388861,0.0,-0.011791022684917607,-0.011791022684917607,0.0,-0.013167260547717776,-0.013167260547717776,0.0,INSUFFICIENT
recent_72h,pool_mark_gap / stale data,30m,pool_window,0,0.0,,,,,-0.19400430373186153,-0.19400430373186153,0.0,-1.2985536605178825,-1.2985536605178825,0.0,-11.196171517226217,-11.196171517226217,0.0,INSUFFICIENT
recent_168h,pool_mark_gap / stale data,15m,intent_window,0,0.0,,,,,-0.017650107782074542,-0.017650107782074542,0.0,-0.027453406510744568,-0.027453406510744568,0.0,-2.5543076901201403,-2.5543076901201403,0.0,INSUFFICIENT
recent_168h,pool_mark_gap / stale data,15m,pool_window,0,0.0,,,,,-0.01676422797585305,-0.01676422797585305,0.0,-0.4550626817902124,-0.4550626817902124,0.0,-2.4641239501903813,-2.4641239501903813,0.0,INSUFFICIENT
recent_168h,pool_mark_gap / stale data,1h,intent_window,0,0.0,,,,,-0.01954181599786864,-0.01954181599786864,0.0,-2.483184231619944,-2.483184231619944,0.0,-2.6029376769269135,-2.6029376769269135,0.0,INSUFFICIENT
recent_168h,pool_mark_gap / stale data,1h,pool_window,0,0.0,,,,,-0.2876195492331995,-0.2876195492331995,0.0,-1.0842217114837083,-1.0842217114837083,0.0,-4.3988834810120885,-4.3988834810120885,0.0,INSUFFICIENT
recent_168h,pool_mark_gap / stale data,2h,intent_window,0,0.0,,,,,-0.021278177443804225,-0.021278177443804225,0.0,-1.8863988495105417,-1.8863988495105417,0.0,-2.545426598351895,-2.545426598351895,0.0,INSUFFICIENT
recent_168h,pool_mark_gap / stale data,2h,pool_window,0,0.0,,,,,-0.6409071859143017,-0.6409071859143017,0.0,-1.4900581167929974,-1.4900581167929974,0.0,-4.691999224720435,-4.691999224720435,0.0,INSUFFICIENT
recent_168h,pool_mark_gap / stale data,30m,intent_window,0,0.0,,,,,-0.017138191714124673,-0.017138191714124673,0.0,-2.506342325245683,-2.506342325245683,0.0,-2.5543076901201403,-2.5543076901201403,0.0,INSUFFICIENT
recent_168h,pool_mark_gap / stale data,30m,pool_window,0,0.0,,,,,-0.11125046939591521,-0.11125046939591521,0.0,-0.8025356561110383,-0.8025356561110383,0.0,-2.8146239772407973,-2.8146239772407973,0.0,INSUFFICIENT
